CS105,What class are you filling out this survey for? Select all that apply.,What is your current class standing?,Are you a transfer student?,"What is your major/minor? (If your major is not listed, please write it in ""Other.."")",What was the reason (or reasons) you chose CS (CSBA) or DS as your major or minor?,"Have you ever thought about changing your major? If so, what were the reasons? Choose all that apply.",What is your current cumulative GPA?,What is your age?,What is your height (in inches)?,What is your ethnicity?,What gender do you identify as?,Select ALL that you identify with:,How many languages can you speak (not programming languages),What is your preferred domain of interest in Computer Science?,What is your second most preferred domain of interest in Computer Science?,How much free time would you say you have a day on average?,How many hours of strenuous exercise do you do per week on average?,How many times do you go to the gym per week on average?,Rate your overall mental health.,Rate the change in your physical activity levels during the pandemic. ,Which health and safety practices have you adopted during the pandemic? ,How long does it take for you to fall asleep?,"After your last meal/snack of the day, how many hours do you stay awake before you sleep? ",How many hours of sleep do you need to feel rested? ,How many hours of sleep do you get on average during college?,How many meals do you typically eat per day? ,"On average, how much water do you drink per day?",How often do you eat breakfast?,"On average, how would you describe your energy levels throughout the day? ",How tired do you usually feel when waking up?,How often do you consume caffeinated beverages?,What types of caffeinated drink do you consume? Choose all that apply. ,"What is your daily caffeinated drink intake?
(For reference, a ""small"" Red Bull is 8.4oz and ""medium"" Starbucks Grande is 16oz)","Do you currently live in a house, apartment, or dorm?",How many people live in your household?,Who do you live with during the quarter?,Who do you live with during breaks?,How have your social interactions changed during the Covid-19 pandemic?,What forms of new social engagement did you have during the Covid-19 pandemic?,How many hours a week do you spend cooking/prepping meals for yourself?,How many times a week do you eat out?,How much do you spend on eating out per week on average?,"Of these options, which do you spend the most on financially?","On a scale of 1-5, 1 being bad and 5 being great, how well do you consider yourself at cooking?",What food allergies do you have? Choose all that apply: ,"Out of these options, what best motivates you to donate blood (or if it is not included in this list, explain in ""Other"")?","Out of these options, what hinders you the most from donating blood (or if it is not included in this list, explain in ""Other"")?",How do you get to school?,How far is your commute to UCR (in miles)?,How long does your daily commute to UCR usually take (in minutes)?,How many days per week do you commute to UCR?,How many AP classes did you take in high school? ,How many units are you registered for this quarter? ,How many times per week are you late to lectures? ,How often do you feel unprepared for a class due to not understanding the material? ,Do you study individually or in a group? ,How many hours a week do you spend studying?,What study techniques do you use? Choose all that apply.,How often do you feel stressed about completing an assignment?,"How much do you agree with this statement: ""My grades would be better if I could study more instead of having to work?""","On a scale of 1-5, how well do you learn in class?",What would you consider the average length of time you can stay focused in class? ,How often do you go on your phone or talk to your friends during class? ,"How often do you find it difficult to focus in class due to external distractions (e.g., noise, temperature, seating)?",Do you agree that attending office hours has or would have helped your grade? ,How many times have you attended office hours for your hardest class so far this quarter? ,Do you believe that you suffer from imposter syndrome?,How many times have you applied for a job/internship before you got a response back? ,Around what time of the year do you apply to jobs/internships the most?,Which AI tool do you primarily use?,How frequently do you use ChatGPT or other AI language models?,What types of tasks do you normally use ChatGPT or another AI language model to complete?,"On a scale of 1-10, how afraid are you about A.I could reduce your job opportunities? (1 being not afraid at all and 10 being extremely afraid)",What was your main hobby during high school? ,What hobbies/activities outside of general education did you enjoy before you entered college? Choose all that apply.,What hobbies/activities outside of general education do you enjoy now during college? Choose all that apply.,Approximately how many hours a week on average do you spend on these hobbies/this hobby now during college?,How many campus clubs/organizations are you involved in? ,"How many hours a week do you spend on all extracurriculars (work, clubs, research, sports, etc.)? ",Which Computer Science-related extracurricular activities have you participated in? (Select all that apply),"What are your favorite music genres? List them from most favorite to least favorite (e.g. rock, pop, country... put at least 3 genres, but there's no limit).","What does music make you feel like? Your response should be limited to 5 single words separated by commas (e.g. awesome, relaxed, happy, calm, fun).","How much do you go out of your way to find new music? [1 to 5; 1 is ""I am comfortable with my music as is""; 3 is ""I have a 50-50 mix of listening to familiar music and new music""; 5 is ""I mostly listen to new music""]"
10/28/2024 13:58:19,CS105,Senior,No,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Encouragement or advice from family members, mentors, or educators, Pressure from family members",I realized I’m more passionate about another field.,3.34 - 3.66,22 - 24,75,White,Male,"Second Generation Student, In-State Student",1,"Machine Learning, Data Mining, NLP, AI",Data Science,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,1,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,Less than 1 hour,7 - 8 hours,5 - 6 hours,1,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),1,1,Multiple times per week,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),House,4,Family,Family,Decreased significantly,Virtual meetups,"0 hours, I don't cook or prep meals",7 - 8 times,More than $40,Groceries/Food,4,"Milk, Wheat","N/A, I don't donate blood",Nothing,Car,5,15,5 days,0 - 2,16,0 - 1 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Strongly Disagree,4,40 - 60 mins,Never,Sometimes,Neutral,Never,Somewhat,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Everyday,"Help with Studying, Personal Use, Summarizing an assignment (break down concepts, outline problems, etc.)",4,Playing musical instruments,"Gaming, Cooking, Art (Music, Dance, Creative art)","Gaming, Cooking and Baking",30,0,0 - 5 hours,None - I have not participated in such activities,"Lofi, Pop, Folk","relaxed, calm, happy",1
10/28/2024 16:46:40,CS105,Senior,No,Data Science major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators, One or more of my family members or friends work in this area",I found the coursework too challenging or overwhelming.,3.67 - 4.0,20 - 22,65,Asian,Male,"Second Generation Student, In-State Student",2 - 3,Not sure,Not sure,4 - 6 hours,More than 5+ hours,5 - 6 times,4,3,"Wearing masks, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,7 - 8 hours,8 - 9 hours,3,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),4,3,Multiple times per week,Tea,0 oz,Apartment,3,Neither,Family,Increased significantly,"Virtual meetups, Outdoor activities",1 - 2 hours,1 - 2 times,$15 - $20,Groceries/Food,3,No food allergies,"N/A, I don't donate blood",Nothing,Walk,0,0,0 days (I do not commute to school),6 - 8,16,4 - 5 lectures,Rarely,Individually,0 - 5 hours,None,Somewhat stressed,"N/A, I don't have to work",4,0 - 20 mins,Rarely,Sometimes,Agree,Never,Not At All,7 or more,Winter,ChatGPT,A couple times a week,"Assignments, Help with Studying, Personal Use",8,Solving logic puzzles,"Gaming, Reading, Playing/Doing some kind of sport or martial art","Gaming, Reading, Playing/Doing some kind of sport or martial art",21,1,0 - 5 hours,Computer Science Club,no idea,"focused, motivated, calm",2
10/28/2024 17:04:24,CS105,Senior,Yes,Data Science major,Fascination with data analysis and decision-making,"I realized I’m more passionate about another field., I wanted a major that aligns better with my personal values or lifestyle.",2.50 - 2.99,22 - 24,67,White,Female,Second Generation Student,2 - 3,Databases,Algorithms,<= 3 hours,2 - 3 hours,1 - 2 times,2,1,Wearing masks,30 - 45 minutes,1 - 3 hours,9 - 10 hours,7 - 8 hours,2,Less than 1 liter (about 34 oz),Occasionally (1 - 3 times a week),3,2,Once per day,Tea,Less than 12 oz (about 1 cup),Apartment,1,Neither,Neither,Decreased slightly,Virtual meetups,5 - 6 hours,1 - 2 times,More than $40,"Housing (rent/mortgage, utilities)",4,No food allergies,Altruism,Fear of contracting a disease,Car,41,55,5 days,0 - 2,12,2 - 3 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Strongly agree,3,40 - 60 mins,Never,Always,Agree,Weekly to biweekly,Strongly,1 - 3,Fall,ChatGPT,A couple times a week,"Personal Use, Error-finding (spelling, debugging, etc.)",8,Art (drawing and painting),"Reading, Art (Music, Dance, Creative art)",Chess,4,0,0 - 5 hours,None - I have not participated in such activities,"orchestral/instrumental, electronic pop, deep house",Calm,4
10/29/2024 0:33:40,"CS105, CS111",Junior,No,Data Science major,"Interest in technology and problem-solving, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators","N/A, I have never thought about changing my major.",3.34 - 3.66,20 - 22,69,Asian,Male,First Generation Student,2 - 3,Data Science,Game Development,<= 3 hours,4 - 5 hours,3 - 4 times,2,1,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,8 - 9 hours,4 - 5 hours,2,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),2,1,Once per week,Energy drink,0 oz,Apartment,2,Friends,Family,Decreased significantly,"Virtual meetups, Social media",3 - 4 hours,1 - 2 times,$15 - $20,Groceries/Food,4,No food allergies,"N/A, I don't donate blood",Nothing,Walk,less than 1,10,0 days (I do not commute to school),0 - 2,16,0 - 1 lectures,Often,Group-study,0 - 5 hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,Disagree,2,0 - 20 mins,Always,Rarely,Neutral,Seldom,Somewhat,1 - 3,Fall,ChatGPT,Everyday,"Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",3,video games,"Gaming, Playing/Doing some kind of sport or martial art","Gaming, Cooking and Baking, Playing/Doing some kind of sport or martial art, Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",10,2,20+ hours,"Coding Competitions, Computer Science Club","Jpop, pop lofi",relaxed,2
10/29/2024 12:11:34,"CS105, CS111, CS10C",Junior,Yes,Data Science major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators","N/A, I have never thought about changing my major.",Prefer not to say,22 - 24,76 inches (6 feet 4 inches),White,Male,"Second Generation Student, In-State Student, International Student",2 - 3,Software Engineering,Data Science,<= 3 hours,2 - 3 hours,3 - 4 times,4,2,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,1 - 3 hours,6 - 7 hours,5 - 6 hours,3,1 - 2 liters (about 34-68 oz),Every day,3,2,Multiple times per week,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),Both apartment and house,2-4,Alternately family and roommate,Family,Decreased significantly,None,3 - 4 hours,More than 9 times,More than $40,"Transportation (gas, car maintenance, public transit)",4,No food allergies,Altruism,Inconvenience of locations,Walk,50,60,1 - 2 days,0 - 2,12,2 - 3 lectures,Rarely,Individually,20+ hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,4,20 - 40 mins,Rarely,Sometimes,Agree,Seldom,Not At All,0,Winter,ChatGPT,Rarely/Never,Personal Use,2,Soccer,Playing/Doing some kind of sport or martial art,Playing/Doing some kind of sport or martial art,3,0,0 - 5 hours,None - I have not participated in such activities,"Rap, rock, maybe pop and house music",Amazing,1
10/29/2024 13:15:46,"CS105, CS111",Junior,No,Data Science major,Fascination with data analysis and decision-making,"N/A, I have never thought about changing my major.",3.34 - 3.66,20 - 22,67,Asian,Male,"Second Generation Student, In-State Student",2 - 3,Data Science,Software Engineering,4 - 6 hours,4 - 5 hours,1 - 2 times,4,1,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,5 - 6 hours,8 - 9 hours,2,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),4,5,Multiple times per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),House,6,Friends,Family,Decreased significantly,"Virtual meetups, Social media",1 - 2 hours,7 - 8 times,More than $40,"Housing (rent/mortgage, utilities)",2,No food allergies,Incentives,Nothing,Car,3,15,5 days,6 - 8,17,0 - 1 lectures,Rarely,Group-study,16 - 20 hours,"Reviewing lectures, Group studying",Somewhat stressed,Agree,4,60 - 80 mins,Often,Sometimes,Strongly agree,Weekly to biweekly,Moderately,7 or more,Fall,ChatGPT,Everyday,"Assignments, Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.)",8,Card Games,Gaming,"Gaming, Playing/Doing some kind of sport or martial art",8,2,0 - 5 hours,"Coding Competitions, Tech-related volunteer work or internships","J-Pop, Rock, R&B","relaxed,happy",3
10/29/2024 14:14:24,CS105,Senior,No,Mathematics major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators, One or more of my family members or friends work in this area","I realized I’m more passionate about another field., The current major isn’t meeting my career goals., I wanted a major that aligns better with my personal values or lifestyle.",3.34 - 3.66,20 - 22,71,Asian,Male,"Second Generation Student, In-State Student",3 - 5,Data Science,Software Engineering,4 - 6 hours,2 - 3 hours,"0, I don't go to the gym",4,1,Hand washing,45 - 60 minutes,1 - 3 hours,6 - 7 hours,6 - 7 hours,1,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),4,3,I don't consume them at all,None,0 oz,Apartment,4,Randoms,Family,Increased significantly,"Virtual meetups, Social media, Outdoor activities",1 - 2 hours,7 - 8 times,More than $40,Groceries/Food,2,No food allergies,Altruism,Nothing,Walk,0.7,15,5 days,6 - 8,12,0 - 1 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Disagree,3,0 - 20 mins,Often,Rarely,Strongly agree,Seldom,Moderately,7 or more,Fall,ChatGPT,Everyday,"Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",7,Solving logic puzzles,"Gaming, Playing/Doing some kind of sport or martial art","Gaming, Tech and DIY (coding, woodworking, home improvement, electronics)",4,1,11 - 15 hours,None - I have not participated in such activities,"hip hop, bollywood, r&b",relaxed,2
10/29/2024 14:21:02,CS105,Senior,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential","N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,70,Asian,Male,Second Generation Student,2 - 3,Web Development,Software Engineering,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",0 - 15 minutes,Less than 1 hour,6 - 7 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),3,2,Once per week,None,0 oz,House,4,Family,Family,No change,Social media,1 - 2 hours,3 - 4 times,$35 - $40,I am not sure.,2,Stomach hurts when eating freshwater fish,"N/A, I don't donate blood",Nothing,Car,35,45,5 days,6 - 8,16,0 - 1 lectures,Rarely,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Not very stressed,Agree,3,40 - 60 mins,Sometimes,Never,Agree,Occasionally,Strongly,7 or more,Summer,None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",4,Reading Books,"Gaming, Reading","Gaming, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",6,1,0 - 5 hours,Coding Competitions,"pop, r&b, jpop, jazz","happy, fun, calm, rested",3
10/29/2024 16:19:05,CS105,Junior,No,Data Science major,"Strong job prospects and high earning potential, One or more of my family members or friends work in this area",I found the coursework too challenging or overwhelming.,2.50 - 2.99,20 - 22,60,Hispanic or Latino,Female,"First Generation Student, In-State Student",2 - 3,Data Science,Not sure,4 - 6 hours,More than 5+ hours,3 - 4 times,3,1,"Hand washing, Social distancing, Vaccination",30 - 45 minutes,1 - 3 hours,More than 10 hours,7 - 8 hours,3,3 - 4 liters (about 102-135 oz),Most days (4 - 6 times a week),1,1,I don't consume them at all,Energy drink,Less than 12 oz (about 1 cup),Apartment,4,Friends,Family,Increased significantly,"Social media, Outdoor activities",5 - 6 hours,1 - 2 times,$25 - $30,"Housing (rent/mortgage, utilities)",4,"Wheat, Soybeans","N/A, I don't donate blood",Inconvenience of locations,Walk,0.7,20,3 - 4 days,More than 8,12,0 - 1 lectures,Very often,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Disagree,2,0 - 20 mins,Sometimes,Rarely,Disagree,Never,Somewhat,4 - 6,Fall,ChatGPT,Everyday,"Assignments, Help with Studying, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",2,watching shows,Reading,"Gaming, Cooking and Baking, Playing/Doing some kind of sport or martial art",8,2,6 - 10 hours,None - I have not participated in such activities,"kpop, 80s rock, spanish rock","relaxed, longing",2
10/29/2024 16:38:38,CS111,Junior,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators","N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,73,Asian,Male,First Generation Student,2 - 3,Game Development,Software Engineering,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,5 - 6 hours,4 - 5 hours,2,1 - 2 liters (about 34-68 oz),Never,3,2,I don't consume them at all,None,0 oz,Apartment,4,Neither,Family,Increased slightly,Outdoor activities,5 - 6 hours,1 - 2 times,$15 - $20,"Housing (rent/mortgage, utilities)",3,No food allergies,"N/A, I don't donate blood",Fear of needles,Walk,0,0,0 days (I do not commute to school),More than 8,13,0 - 1 lectures,Often,Group-study,0 - 5 hours,"Reviewing lectures, Writing notes, Group studying",Very stressed,"N/A, I don't have to work",3,20 - 40 mins,Rarely,Sometimes,Neutral,Never,Moderately,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",8,Reading Books,"Gaming, Reading","Gaming, Reading",15,2,6 - 10 hours,None - I have not participated in such activities,"edm, kpop, jpop","relaxed, happy, calm",4
10/29/2024 16:39:55,CS111,Junior,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications","N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,66,Asian,Female,"First Generation Student, In-State Student",2 - 3,Not sure,Not sure,<= 3 hours,0 -1 hours,1 - 2 times,3,3,"Wearing masks, Hand washing, Vaccination",15 - 30 minutes,1 - 3 hours,8 - 9 hours,6 - 7 hours,1,2 - 3 liters (about 68-102 oz),Never,2,2,Once per day,Energy drink,12-24 oz (1 - 2 cups),House,5,Neither,Family,No change,Virtual meetups,"0 hours, I don't cook or prep meals",3 - 4 times,$25 - $30,"Transportation (gas, car maintenance, public transit)",4,No food allergies,"N/A, I don't donate blood",Nothing,Car,13,30,5 days,0 - 2,17,0 - 1 lectures,Often,Group-study,6 - 10 hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,Strongly Disagree,2,20 - 40 mins,Often,Rarely,Agree,Weekly to biweekly,Strongly,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Sometimes,"Help with Studying, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",5,Playing musical instruments,Cooking,Cooking and Baking,1,0,6 - 10 hours,None - I have not participated in such activities,"pop, country, rap",focuses,3
10/29/2024 16:47:05,CS111,Junior,No,Business Economics,"N/A, I am neither a CS or DS major/minor","N/A, I have never thought about changing my major.",3.67 - 4.0,18 - 20,65,Asian,Male,"Second Generation Student, In-State Student",2 - 3,Software Engineering,Web Development,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,9 - 10 hours,6 - 7 hours,1,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),3,1,Once per week,Coffee,Less than 12 oz (about 1 cup),Apartment,4,Friends,Family,Decreased slightly,"Virtual meetups, Social media",3 - 4 hours,"0 times, I don't eat out","$0, I don't eat out",Groceries/Food,3,No food allergies,"N/A, I don't donate blood",Inconvenience of locations,Walk,1-2,30,3 - 4 days,3 - 5,20,2 - 3 lectures,Rarely,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,"N/A, I don't have to work",4,20 - 40 mins,Rarely,Sometimes,Neutral,Occasionally,Moderately,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",4,Reading Books,"Gaming, Reading","Gaming, Reading, Cooking and Baking, Music and Performing Arts (playing instruments, singing, acting, dancing)",20,0,0 - 5 hours,None - I have not participated in such activities,"pop, hiphop, edm","awesome, relaxed, happy",2
10/29/2024 16:53:06,CS111,Junior,Yes,CS major,"Interest in technology and problem-solving, Strong job prospects and high earning potential","N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,61.4,Asian,Female,"First Generation Student, International Student",2 - 3,Software Engineering,Data Science,<= 3 hours,2 - 3 hours,1 - 2 times,3,3,Vaccination,15 - 30 minutes,1 - 3 hours,8 - 9 hours,6 - 7 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),3,3,Multiple times per week,"Tea, Coffee",Less than 12 oz (about 1 cup),House,3,Family,Family,Decreased significantly,Virtual meetups,1 - 2 hours,7 - 8 times,More than $40,"Personal items (clothes, cosmetics)",2,"Milk, Wheat",Convenience of locations,Nothing,Car,20miles,30,3 - 4 days,6 - 8,13,0 - 1 lectures,Rarely,Individually,11 - 15 hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,Agree,2,40 - 60 mins,Rarely,Sometimes,Agree,Occasionally,Not At All,"N/A, I haven't applied to any jobs/internships",Summer,Llama,Sometimes,"Help with Studying, Summarizing an assignment (break down concepts, outline problems, etc.)",3,Art (drawing and painting),Playing/Doing some kind of sport or martial art,"Cooking and Baking, Playing/Doing some kind of sport or martial art, Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",2,0,0 - 5 hours,None - I have not participated in such activities,"Hip hop, pop, r&b",Relaxed ,4
10/29/2024 16:54:56,CS111,Junior,No,CS major,"Enjoyment of coding, programming, and building applications, One or more of my family members or friends work in this area","N/A, I have never thought about changing my major.",3.67 - 4.0,18 - 20,73,Hispanic or Latino,Male,First Generation Student,2 - 3,Software Engineering,"Machine Learning, Data Mining, NLP, AI",<= 3 hours,2 - 3 hours,1 - 2 times,3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,1 - 3 hours,7 - 8 hours,5 - 6 hours,2,2 - 3 liters (about 68-102 oz),Every day,3,2,I don't consume them at all,None,0 oz,Apartment,3,Neither,Family,Decreased slightly,"Virtual meetups, Social media, Outdoor activities",3 - 4 hours,1 - 2 times,$15 - $20,Groceries/Food,3,No food allergies,Incentives,Nothing,Walk,0,5,0 days (I do not commute to school),More than 8,18,0 - 1 lectures,Rarely,Group-study,20+ hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,"N/A, I don't have to work",4,40 - 60 mins,Never,Rarely,Strongly agree,Never,Somewhat,1 - 3,Summer,None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",4,Reading Books,"Gaming, Reading, Cooking",Reading,1,1,0 - 5 hours,Coding Competitions,"pop, indie, folk","calm, sad, fun, fast, upbeat",3
10/29/2024 17:02:40,CS111,Senior,No,Bioengineering,"Enjoyment of coding, programming, and building applications","N/A, I have never thought about changing my major.",3.67 - 4.0,20 - 22,74,Asian,Male,In-State Student,2 - 3,"Machine Learning, Data Mining, NLP, AI",Software Engineering,<= 3 hours,4 - 5 hours,1 - 2 times,4,2,"Wearing masks, Hand washing, Social distancing",30 - 45 minutes,1 - 3 hours,7 - 8 hours,6 - 7 hours,3,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),3,3,Multiple times per week,Coffee,Less than 12 oz (about 1 cup),House,5,Friends,Family,Increased significantly,"Virtual meetups, Social media, Outdoor activities",3 - 4 hours,1 - 2 times,$15 - $20,Groceries/Food,4,No food allergies,"N/A, I don't donate blood",Inconvenience of locations,Car,2,5,5 days,3 - 5,18,0 - 1 lectures,Rarely,Individually,11 - 15 hours,"Reviewing lectures, Writing notes",Very stressed,Agree,2,20 - 40 mins,Sometimes,Rarely,Neutral,Seldom,Somewhat,1 - 3,Winter,ChatGPT,Sometimes,"Help with Studying, Personal Use",3,Playing musical instruments,"Gaming, Cooking, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Cooking and Baking, Playing/Doing some kind of sport or martial art, Music and Performing Arts (playing instruments, singing, acting, dancing), Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",5,1,0 - 5 hours,"Coding Competitions, Computer Science Club","Rap, pop, indie","Relaxed, fun, inspiring, exciting , lyrical",2
10/29/2024 17:03:47,CS111,Sophomore,No,CS major,"Interest in technology and problem-solving, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential","I realized I’m more passionate about another field., I found the coursework too challenging or overwhelming., I wanted a major that aligns better with my personal values or lifestyle.",3.67 - 4.0,18 - 20,60,Asian,Female,First Generation Student,1,Not sure,Software Engineering,<= 3 hours,2 - 3 hours,1 - 2 times,3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",0 - 15 minutes,1 - 3 hours,7 - 8 hours,4 - 5 hours,3,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),3,3,Once per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),Apartment,5,Friends,Family,Increased significantly,"Virtual meetups, Social media, Outdoor activities",1 - 2 hours,3 - 4 times,$15 - $20,Groceries/Food,3,No food allergies,Incentives,Nothing,Car,2 miles,5 minutes,More than 5 days (Weekend classes/clubs/meetings),6 - 8,18,4 - 5 lectures,Very often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,2,20 - 40 mins,Often,Often,Agree,More than once a week,Moderately,1 - 3,Spring,ChatGPT,Everyday,"Assignments, Personal Use",5,Art (drawing and painting),"Gaming, Reading, Cooking, Knitting/Sewing, engaging in some kind of handmade craft, Art (Music, Dance, Creative art)",Cooking and Baking,3,3+,6 - 10 hours,"Robotics Competitions, Computer Science Club, Tech-related volunteer work or internships","pop, rnb, rap",happy,4
